Codes;Eng;Ru;Uzb
3,041E+12;Ostectomy of humerus with internal fixation;Остэктомия плечевой кости с внутренней фиксацией;Ichki fiksatsiya bilan yelka suyagi osteektomiyasi
3,061E+12;Ostectomy of mandible with internal fixation;Остэктомия нижней челюсти с внутренней фиксацией;Ichki fiksatsiya bilan pastki jag‘ osteektomiyasi
3,071E+12;Ostectomy of maxilla with internal fixation, bilateral;Остэктомия верхней челюсти с внутренней фиксацией, двусторонняя;Ikki tomonlama ichki fiksatsiya bilan yuqori jag‘ osteektomiyasi
3,081E+12;Ostectomy of maxilla with internal fixation, unilateral;Остэктомия верхней челюсти с внутренней фиксацией, односторонняя;Bir tomonlama ichki fiksatsiya bilan yuqori jag‘ osteektomiyasi
3,091E+12;Ostectomy of maxilla, bilateral;Остэктомия верхней челюсти, двусторонняя;Ikki tomonlama yuqori jag‘ osteektomiyasi
3,101E+12;Ostectomy of maxilla, unilateral;Остэктомия верхней челюсти, односторонняя;Bir tomonlama yuqori jag‘ osteektomiyasi
3,111E+12;Ostectomy of metacarpal bone;Остэктомия пястной кости;Metakarpal suyak osteektomiyasi
3,121E+12;Ostectomy of metacarpal bone with internal fixation;Остэктомия пястной кости с внутренней фиксацией;Ichki fiksatsiya bilan metakarpal suyak osteektomiyasi
87245007;Ostectomy of metatarsal bone;Остэктомия плюсневой кости;Metatarsal suyak osteektomiyasi
3,141E+12;Ostectomy of metatarsal bone with internal fixation;Остэктомия плюсневой кости с внутренней фиксацией;Ichki fiksatsiya bilan metatarsal suyak osteektomiyasi
261531000;Ostectomy of rib;Остэктомия ребра;Qovurg‘a osteektomiyasi
3,161E+12;Ostectomy of rib with internal fixation;Остэктомия ребра с внутренней фиксацией;Ichki fiksatsiya bilan qovurg‘a osteektomiyasi
3,171E+12;Ostectomy of tibia;Остэктомия большеберцовой кости;Tibia osteektomiyasi
12126009;Ostectomy of ulna;Остэктомия локтевой кости;Ulna osteektomiyasi
3,191E+12;Ostectomy of zygoma;Остэктомия скуловой кости;Yonoq suyagi osteektomiyasi
3,201E+12;Ostectomy of zygoma with internal fixation;Остэктомия скуловой кости с внутренней фиксацией;Ichki fiksatsiya bilan yonoq suyagi osteektomiyasi
3,211E+12;Ostectomy of zygoma with internal fixation, unilateral;Остэктомия скуловой кости с внутренней фиксацией, односторонняя;Bir tomonlama ichki fiksatsiya bilan yonoq suyagi osteektomiyasi
3,221E+12;Ostectomy of zygoma, unilateral;Остэктомия скуловой кости, односторонняя;Bir tomonlama yonoq suyagi osteektomiyasi
46809006;Ostectomy, excision of tarsal coalition;Остэктомия, иссечение тарзальной коалиции;Osteektomiya, tarsal koalitsiyani kesib tashlash
58809006;Osteoarthrotomy;Остеоартротомия;Osteoartrotomiya
45315006;Osteoarticular thermography;Остеоартикулярная термография;Osteoartikulyar termografiya
104844008;Osteocalcin measurement;Определение остеокальцина;Osteokalsin miqdorini aniqlash
1085761000168103;Osteochondroplasty of cam lesion;Остеохондропластика cam-деформации;Cam lezyonining osteoxondroplastikasi
7108004;Osteoclasis;Остеоклазия;Osteoklaziya
1275626005;Osteoclasis of carpal bone;Остеоклазия костей запястья;Bilak suyaklarining osteoklaziyasi
6164008;Osteoclasis of clavicle;Остеоклазия ключицы;O‘mrov suyagi osteoklaziyasi
62562000;Osteoclasis of femur;Остеоклазия бедренной кости;Son suyagi osteoklaziyasi
48127001;Osteoclasis of fibula;Остеоклазия малоберцовой кости;Fibula osteoklaziyasi
84412001;Osteoclasis of humerus;Остеоклазия плечевой кости;Yelka suyagi osteoklaziyasi
192413007;Osteoclasis of inner ear;Остеоклазия внутреннего уха;Ichki quloq osteoklaziyasi
1275627001;Osteoclasis of metacarpal bone;Остеоклазия пястной кости;Metakarpal suyak osteoklaziyasi
63104000;Osteoclasis of patella;Остеоклазия надколенника;Tizza qopqog‘i osteoklaziyasi
18277003;Osteoclasis of phalanges of foot;Остеоклазия фаланг стопы;Oyoq falangalari osteoklaziyasi
59902006;Osteoclasis of phalanges of hand;Остеоклазия фаланг кисти;Qo‘l falangalari osteoklaziyasi
89830004;Osteoclasis of radius;Остеоклазия лучевой кости;Radius osteoklaziyasi
1331965006;Osteoclasis of rib;Остеоклазия ребра;Qovurg‘a osteoklaziyasi
60408005;Osteoclasis of scapula;Остеоклазия лопатки;Kurak suyagi osteoklaziyasi
1331966007;Osteoclasis of sternum;Остеоклазия грудины;To‘sh suyagi osteoklaziyasi
71598007;Osteoclasis of tarsal or metatarsal;Остеоклазия костей предплюсны или плюсны;Tarsal yoki metatarsal suyak osteoklaziyasi
1331964005;Osteoclasis of thorax;Остеоклазия грудной клетки;Ko‘krak qafasi osteoklaziyasi
15134006;Osteoclasis of tibia;Остеоклазия большеберцовой кости;Tibia osteoklaziyasi
112775000;Osteoclasis of tibia and fibula;Остеоклазия большеберцовой и малоберцовой костей;Tibia va fibula osteoklaziyasi
22344009;Osteoclasis of ulna;Остеоклазия локтевой кости;Ulna osteoklaziyasi
52858001;Osteoclasis of vertebrae;Остеоклазия позвонков;Umurtqalar osteoklaziyasi
840280000;Osteocutaneous fibular free flap reconstruction;Остеокутанный свободный лоскут из малоберцовой кости;Fibuladan olingan osteokutan erkin flap rekonstruksiyasi
300039007;Osteomyelitis drainage;Дренирование остеомиелита;Osteomiyelit drenaji
