					M09AX	Suyak-mushak tizimi kasalliklarini davolash uchun boshqa preparatlar	Прочие препараты для лечения заболеваний костно-мышечной системы	M09AX04	Drisapersen	Дрисаперсен
					M09AX	Suyak-mushak tizimi kasalliklarini davolash uchun boshqa preparatlar	Прочие препараты для лечения заболеваний костно-мышечной системы	M09AX05	Aseneyram kislotasi	Аценейрамовая кислота
					N01AA	Efirlar	Эфиры	N01AA01	Dietil efiri	Эфир диэтиловый
					N01AA	Efirlar	Эфиры	N01AA02	Vinil efir	Виниловый эфир
					N01AB	Galogenlangan uglevodorodlar	Галогенированные углеводороды	N01AB01	Galotan	Галотан
					N01AB	Galogenlangan uglevodorodlar	Галогенированные углеводороды	N01AB02	Xloroform	Хлороформ
					N01AB	Galogenlangan uglevodorodlar	Галогенированные углеводороды	N01AB03	Metoksifluran	Метоксифлуран
					N01AB	Galogenlangan uglevodorodlar	Галогенированные углеводороды	N01AB04	Enfluran	Энфлуран
					N01AB	Galogenlangan uglevodorodlar	Галогенированные углеводороды	N01AB05	Trixloroetilen	Трихлороэтилен
					N01AB	Galogenlangan uglevodorodlar	Галогенированные углеводороды	N01AB06	Izofluran	Изофлуран
					N01AB	Galogenlangan uglevodorodlar	Галогенированные углеводороды	N01AB07	Desfluran	Десфлуран
					N01AB	Galogenlangan uglevodorodlar	Галогенированные углеводороды	N01AB08	Sevofluran	Севофлуран
					N01AF	Barbituratlar	Барбитураты	N01AF01	Metogeksital	Метогекситал
					N01AF	Barbituratlar	Барбитураты	N01AF02	Geksobarbital	Гексобарбитал
					N01AF	Barbituratlar	Барбитураты	N01AF03	Tiopental natriy	Тиопентал натрия
					N01AG	Barbituratlar vositalar bilan majmuada	Барбитураты в комбинации со средствами	N01AG01	Narkobarbital	Наркобарбитал
					N01AH	Opioid analgetiklar	Опиоидные анальгетики	N01AH01	Fentanil	Фентанил
					N01AH	Opioid analgetiklar	Опиоидные анальгетики	N01AH02	Alfentanil	Алфентанил
					N01AH	Opioid analgetiklar	Опиоидные анальгетики	N01AH03	Sufentanil	Суфентанил
					N01AH	Opioid analgetiklar	Опиоидные анальгетики	N01AH04	Fenoperidin	Феноперидин
					N01AH	Opioid analgetiklar	Опиоидные анальгетики	N01AH05	Anileridin	Анилеридин
					N01AH	Opioid analgetiklar	Опиоидные анальгетики	N01AH06	Remifentanil	Ремифентанил
					N01AH	Opioid analgetiklar	Опиоидные анальгетики	N01AH51	Fentanil vositalar bilan majmuada	Фентанил в комбинации со средствами
					N01AX	Boshqa umumiy anestetiklar	Другие общие анестетики	N01AX01	Droperidol	Дроперидол
					N01AX	Boshqa umumiy anestetiklar	Другие общие анестетики	N01AX03	Ketamin	Кетамин
					N01AX	Boshqa umumiy anestetiklar	Другие общие анестетики	N01AX04	Propanidid	Пропанидид
					N01AX	Boshqa umumiy anestetiklar	Другие общие анестетики	N01AX05	Alfaksalon	Альфаксалон
					N01AX	Boshqa umumiy anestetiklar	Другие общие анестетики	N01AX07	Etomidat	Этомидат
					N01AX	Boshqa umumiy anestetiklar	Другие общие анестетики	N01AX10	Propofol	Пропофол
					N01AX	Boshqa umumiy anestetiklar	Другие общие анестетики	N01AX11	Gidroksimoy kislotasi	Гидроксимаслянная кислота
					N01AX	Boshqa umumiy anestetiklar	Другие общие анестетики	N01AX13	Dinitrogen oksidi	Динитрогена оксид
					N01AX	Boshqa umumiy anestetiklar	Другие общие анестетики	N01AX14	Ketamin	Кетамин
					N01AX	Boshqa umumiy anestetiklar	Другие общие анестетики	N01AX15	Ksenon	Ксенон
					N01AX	Boshqa umumiy anestetiklar	Другие общие анестетики	N01AX63	Azot (I) oksidi majmualari	Закись азота комбинации
					N01BA	Aminobenzoy kislotasi efiri	Эфиры аминобензойной кислоты	N01BA01	Metabutetamin	Метабутетамин
					N01BA	Aminobenzoy kislotasi efiri	Эфиры аминобензойной кислоты	N01BA02	Prokain	Прокаин
					N01BA	Aminobenzoy kislotasi efiri	Эфиры аминобензойной кислоты	N01BA03	Tetrakain	Тетракаин
					N01BA	Aminobenzoy kislotasi efiri	Эфиры аминобензойной кислоты	N01BA04	Xloroprokain	Хлоропрокаин
					N01BA	Aminobenzoy kislotasi efiri	Эфиры аминобензойной кислоты	N01BA05	Benzokain	Бензокаин
					N01BA	Aminobenzoy kislotasi efiri	Эфиры аминобензойной кислоты	N01BA52	Prokain vositalar bilan majmuada	Прокаин в комбинации со средствами
					N01BB	Amidlar	Амиды	N01BB01	Bupivakain	Бупивакаин
					N01BB	Amidlar	Амиды	N01BB02	Lidokain	Лидокаин
					N01BB	Amidlar	Амиды	N01BB03	Mepivakain	Мепивакаин
					N01BB	Amidlar	Амиды	N01BB04	Prilokain	Прилокаин
					N01BB	Amidlar	Амиды	N01BB05	Butanilikain	Бутаниликаин
					N01BB	Amidlar	Амиды	N01BB06	Sinxokain	Цинхокаин
					N01BB	Amidlar	Амиды	N01BB07	Etidokain	Этидокаин
					N01BB	Amidlar	Амиды	N01BB08	Artikain	Артикаин
					N01BB	Amidlar	Амиды	N01BB09	Ropivakain	Ропивакаин
					N01BB	Amidlar	Амиды	N01BB10	Levobupivakain	Левобупивакаин
					N01BB	Amidlar	Амиды	N01BB20	Mahalliy anestetiklar boshqa vositalar bilan majmuada 	Анестетики местные в комбинации со средствами
					N01BB	Amidlar	Амиды	N01BB51	Bupivakain boshqa vositalar bilan majmuada	Бупивакаин в комбинации со средствами
					N01BB	Amidlar	Амиды	N01BB52	Lidokain boshqa vositalar bilan majmuada	Лидокаин в комбинации со средствами
					N01BB	Amidlar	Амиды	N01BB53	Mepivakain boshqa vositalar bilan majmuada	Мепивакаин в комбинации со средствами
					N01BB	Amidlar	Амиды	N01BB54	Prilokain boshqa vositalar bilan majmuada	Прилокаин в комбинации со средствами
					N01BB	Amidlar	Амиды	N01BB57	Etidokain boshqa vositalar bilan majmuada	Этидокаин в комбинации со средствами
					N01BB	Amidlar	Амиды	N01BB58	Artikain boshqa vositalar bilan majmuada	Артикаин в комбинации со средствами
					N01BC	Benzoy kislotasi efiri	Эфиры бензойной кислоты	N01BC01	Kokain	Кокаин
					N01BX	Boshqa mahalliy anestetiklar	Другие местные анестетики	N01BX01	Etilxlorid	Этилхлорид
					N01BX	Boshqa mahalliy anestetiklar	Другие местные анестетики	N01BX02	Diklonin	Диклонин
