Code,Code,Uz,Ru,Eng,,,,Uz,Ru,Eng,,category 
emdoc-0010-0330,259,Yuqumli kasallik bilan og‘rigan bemorlarni evakuatsiya qilishni qayd etish jurnali,Журнал учета эвакуации больных инфекционными заболеваниями,Register of evacuation of infectious patients,,,,259 Yuqumli kasallik bilan og‘rigan bemorlarni evakuatsiya qilishni qayd etish jurnali,259 Журнал учета эвакуации больных инфекционными заболеваниями,259 Register of evacuation of infectious patients,,Журнал
emdoc-0010-0331,260,"Kiyimlar, jihozlar va boshqa buyumlarni kamerali dezinfeksiya qilishni hisobga olish jurnali","Журнал учета камерной дезинфекции одежды, инвентаря и других предметов",Register of chamber disinfection of items,,,,"260 Kiyimlar, jihozlar va boshqa buyumlarni kamerali dezinfeksiya qilishni hisobga olish jurnali","260 Журнал учета камерной дезинфекции одежды, инвентаря и других предметов",260 Register of chamber disinfection of items,,Журнал
emdoc-0010-0332,261,Yuqumli kasallik o‘chog‘ida o‘tkazilgan dezinfeksiyani hisobga olish jurnali,Журнал учета дезинфекции в очаге инфекционного заболевания,Register of disinfection in infectious focus,,,,261 Yuqumli kasallik o‘chog‘ida o‘tkazilgan dezinfeksiyani hisobga olish jurnali,261 Журнал учета дезинфекции в очаге инфекционного заболевания,261 Register of disinfection in infectious focus,,Журнал
emdoc-0010-0333,262,Yuqumli kasallik o‘chog‘ini epidemiologik tekshirish kartasi,Карта эпидемиологического обследования очага инфекционного заболевания,Epidemiological investigation card of infectious focus,,,,262 Yuqumli kasallik o‘chog‘ini epidemiologik tekshirish kartasi,262 Карта эпидемиологического обследования очага инфекционного заболевания,262 Epidemiological investigation card of infectious focus,,Бланк
emdoc-0010-0334,263,Ovqatdan zaharlanish holatlarini ro‘yxatga olish jurnali,Журнал регистрации случаев пищевых отравлений,Register of food poisoning cases,,,,263 Ovqatdan zaharlanish holatlarini ro‘yxatga olish jurnali,263 Журнал регистрации случаев пищевых отравлений,263 Register of food poisoning cases,,Журнал
emdoc-0010-0335,264,Ovqatdan zaharlanish va kasb kasalliklari bo‘yicha shoshilinch xabarlarni ro‘yxatga olish jurnali,Журнал регистрации экстренных сообщений при пищевых отравлениях и профзаболеваниях,Register of urgent notifications for food poisoning and occupational diseases,,,,264 Ovqatdan zaharlanish va kasb kasalliklari bo‘yicha shoshilinch xabarlarni ro‘yxatga olish jurnali,264 Журнал регистрации экстренных сообщений при пищевых отравлениях и профзаболеваниях,264 Register of urgent notifications for food poisoning and occupational diseases,,Журнал
emdoc-0010-0336,265,Gelmintozga qarshi degelmintizatsiya tadbirlarini qayd etish jurnali,Журнал учета мероприятий по дегельминтизации при гельминтозах,Register of deworming measures for helminthiasis,,,,265 Gelmintozga qarshi degelmintizatsiya tadbirlarini qayd etish jurnali,265 Журнал учета мероприятий по дегельминтизации при гельминтозах,265 Register of deworming measures for helminthiasis,,Журнал
emdoc-0010-0337,266,Ajratib olingan brutsellalar tavsifnomasini qayd etish jurnali,Журнал учета характеристик выделенных бруцелл,Register of characteristics of isolated Brucella strains,,,,266 Ajratib olingan brutsellalar tavsifnomasini qayd etish jurnali,266 Журнал учета характеристик выделенных бруцелл,266 Register of characteristics of isolated Brucella strains,,Журнал
emdoc-0010-0338,267,Qonni brutsellozga serologik tekshirish jurnali,Журнал серологического исследования крови на бруцеллёз,Register of serological blood testing for brucellosis,,,,267 Qonni brutsellozga serologik tekshirish jurnali,267 Журнал серологического исследования крови на бруцеллёз,267 Register of serological blood testing for brucellosis,,Журнал
emdoc-0010-0339,268,Sut va sut mahsulotlarini brutsellozga serologik tekshirish jurnali,Журнал серологического исследования молока и молочных продуктов на бруцеллёз,Register of serological testing of milk and dairy products for brucellosis,,,,268 Sut va sut mahsulotlarini brutsellozga serologik tekshirish jurnali,268 Журнал серологического исследования молока и молочных продуктов на бруцеллёз,268 Register of serological testing of milk and dairy products for brucellosis,,Журнал
emdoc-0010-0340,269,Suv havzasining holati bo‘yicha tavsifnoma,Характеристика состояния водоёма,Description of water body condition,,,,269 Suv havzasining holati bo‘yicha tavsifnoma,269 Характеристика состояния водоёма,269 Description of water body condition,,Бланк
emdoc-0010-0341,270,Tashqi muhit va bemorlardan olingan namunalarni kuydirgiga bakteriologik va serologik tekshirish jurnali,Журнал бактериологического и серологического исследования образцов из внешней среды и от людей на сибирскую язву,Register of bacteriological and serological testing for anthrax,,,,270 Tashqi muhit va bemorlardan olingan namunalarni kuydirgiga bakteriologik va serologik tekshirish jurnali,270 Журнал бактериологического и серологического исследования образцов из внешней среды и от людей на сибирскую язву,270 Register of bacteriological and serological testing for anthrax,,Журнал
